Rs_ID,Chr.,Position,Variant ID(hg37),Map_Rs ID,Minor Allele Global Frequency,Gene name,Gene Annotation,Match_data1,Match_data2(hg38),Match_data3,State,ChrommID,Cell_type,P value,PIP,State_value
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11856526,11958926,Quies,BSS01478,BLD.TREG,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11856726,11946726,Quies,BSS01479,BLD.TREG,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11924326,11949526,ReprPCWk,BSS01480,BLD.TREG,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11998526,Quies,BSS00084,BONE.EMB.ARM,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11959126,Quies,BSS00330,BONE.EMB.FEMUR,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11997126,Quies,BSS01154,BONE.EMB.LEG,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855726,11952926,Quies,BSS00705,BONE.MRW,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11925126,11950126,Quies,BSS01397,BONE.OSTBLAST,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11908726,11943926,Quies,BSS00077,BRN.AG,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11850726,11943926,Quies,BSS00078,BRN.AG,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11853926,11959126,Quies,BSS00071,BRN.AMM,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11859326,11952926,Quies,BSS00089,BRN.AST,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855726,11972926,Quies,BSS00090,BRN.AST.CRBLLM,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855726,11952726,Quies,BSS00091,BRN.AST.HPC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11903326,11952926,Quies,BSS00092,BRN.AST.SPCORD,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11931926,11948126,Quies,BSS00173,BRN.CAUD.NUC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847726,11959126,Quies,BSS00174,BRN.CAUD.NUC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11850526,11953526,Quies,BSS00175,BRN.CAUD.NUC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854926,11959126,Quies,BSS00201,BRN.CBR.CTX,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11908526,11953326,Quies,BSS00219,BRN.CING.GYR,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11908726,11943926,Quies,BSS00220,BRN.CING.GYR,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11848326,11959126,Quies,BSS00206,BRN.CRBLLM,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11959126,Quies,BSS00207,BRN.CRBLLM,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11848126,11959126,Quies,BSS00125,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855326,11959126,Quies,BSS00126,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855326,11959126,Quies,BSS00127,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11994726,Quies,BSS00129,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11853926,11994726,Quies,BSS00130,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11959126,Quies,BSS00131,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11903326,11978526,Quies,BSS00132,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11848126,11994726,Quies,BSS00133,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11906126,11977126,Quies,BSS00134,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855126,11992926,Quies,BSS00135,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11959126,Quies,BSS00136,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11994726,Quies,BSS00138,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11994726,Quies,BSS00139,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847726,11997526,Quies,BSS00140,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11859126,11959126,Quies,BSS00141,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855526,11959126,Quies,BSS00142,BRN.EMB.BRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11918726,11958326,Quies,BSS00385,BRN.EMB.GERM.MTX,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854126,11959126,Quies,BSS00369,BRN.FTL.CTX,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11904326,11958126,Quies,BSS00371,BRN.FTL.CTX,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847726,11994726,Quies,BSS00386,BRN.GLOB.PD,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11914526,11943926,Quies,BSS01124,BRN.HPC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11908526,11952926,Quies,BSS01125,BRN.HPC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11911326,11953126,Quies,BSS01126,BRN.HPC,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11848126,11959126,Quies,BSS00729,BRN.INF.PAR.CTX,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847726,11959126,Quies,BSS01250,BRN.MED.OBL,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11850726,11943926,Quies,BSS01271,BRN.MID.FTL,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11939726,11973326,Quies,BSS01272,BRN.MID.FTL,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11853726,11959126,Quies,BSS01273,BRN.MID.FTL.GYR,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11848126,11957326,Quies,BSS01270,BRN.MIDBRN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11853926,11992926,Quies,BSS01388,BRN.OCC.LB,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11959126,Quies,BSS01451,BRN.PONS,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847726,11959126,Quies,BSS01469,BRN.PTMN,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11927326,11945726,ReprPCWk,BSS00036,CA.ACC.ACC112,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11939326,11950526,Het,BSS00267,CA.ALL.DND41,5.02e-08,0.6390462,13
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11940126,11961326,Het,BSS01105,CA.ALL.KOPTK1,5.02e-08,0.6390462,13
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11941126,11948726,Het,BSS01178,CA.ALL.LOUCY,5.02e-08,0.6390462,13
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11899126,11971726,Quies,BSS00702,CA.APL.HL60,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855526,11959126,Quies,BSS01356,CA.APL.NB4,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11943126,11946726,Het,BSS00268,CA.BCL.DOHH2,5.02e-08,0.6390462,13
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,12004726,Quies,BSS01065,CA.BCL.KARPAS422,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11901126,11974526,ReprPCWk,BSS01389,CA.BCL.OCILY1,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854926,11971726,Quies,BSS01390,CA.BCL.OCILY3,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11941126,11944726,Het,BSS01391,CA.BCL.OCILY7,5.02e-08,0.6390462,13
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11857526,11958926,Quies,BSS01350,CA.BKTL.NAMALWA,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11856326,11959126,Quies,BSS01351,CA.BKTL.NAMALWA,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11903526,11949726,Quies,BSS01226,CA.BRCA.MCF7,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11918726,11957926,Quies,BSS01235,CA.BRCA.MCF7,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11904126,11951126,Quies,BSS01240,CA.BRCA.MCF7,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11925126,11943926,ReprPCWk,BSS01243,CA.BRCA.MCF7,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11918726,11950926,Quies,BSS01244,CA.BRCA.MCF7,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11926526,11959126,Quies,BSS00160,CA.CCRCC.CAKI1,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11847526,11959126,Quies,BSS00159,CA.CRC.CACO2,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11933926,11943926,ReprPCWk,BSS00492,CA.CRC.HCT116,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11903926,11959126,Quies,BSS00708,CA.CRC.HT29,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854526,11959126,Quies,BSS01179,CA.CRC.LOVO,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11941726,11958926,Quies,BSS01535,CA.CRC.RKO,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11926726,11953926,ReprPCWk,BSS00529,CA.CVX.HELAS3,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11940326,11952126,Quies,BSS00541,CA.CVX.HELAS3,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855126,11953526,Quies,BSS00531,CA.CVX.HELAS3.G1B,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11926326,11959126,Quies,BSS00246,CA.DESM.MEDBM.DAOY,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11930926,11944526,Quies,BSS00035,CA.EWINGSC.A673,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11926526,11951926,Quies,BSS00709,CA.FIBROSC.HT1080,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855326,11972926,Quies,BSS00004,CA.GLIOBM.A172,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11903726,11958926,Quies,BSS00482,CA.GLIOBM.H54,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11855326,11972926,Quies,BSS01208,CA.GLIOBM.M059J,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11854726,11999326,Quies,BSS00491,CA.HAPLOID.ML.HAP1,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11928726,11956326,ReprPCWk,BSS00558,CA.HCC.HEPG2,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11918726,11957726,Quies,BSS00718,CA.HCC.HUH7,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11901726,11958926,Quies,BSS00719,CA.HCC.HUH75,5.02e-08,0.6390462,18
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11942326,11945326,ReprPCWk,BSS01415,CA.LUAD.PC9,5.02e-08,0.6390462,17
rs77574423,3,11943270,3:11984744:G:A,rs77574423,0.10112,"TAMM41(dist=96385),SYN2(dist=61090)",intergenic,chr3,11936326,11953126,ReprPCWk,BSS00007,CA.LUEPITH.A549,5.02e-08,0.6390462,17
